Phenotype Code,Phenotype Description,UK Biobank Data Showcase Link,Sex,File,wget command,AWS File,Dropbox File,md5s
H53,Diagnoses - main ICD10: H53 Visual disturbances,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H53,male,H53.gwas.imputed_v3.male.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H53.gwas.imputed_v3.male.tsv.bgz -O H53.gwas.imputed_v3.male.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H53.gwas.imputed_v3.male.tsv.bgz,https://www.dropbox.com/s/aa55g1vgnysbm5b/H53.gwas.imputed_v3.male.tsv.bgz?dl=0,135e0157baa95375e61be37682b66562
H57,Diagnoses - main ICD10: H57 Other disorders of eye and adnexa,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H57,both_sexes,H57.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H57.gwas.imputed_v3.both_sexes.tsv.bgz -O H57.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H57.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/1sc0gvuswivr2dg/H57.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,fb4f950213f1b06e90476faf2169f45d
H57,Diagnoses - main ICD10: H57 Other disorders of eye and adnexa,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H57,female,H57.gwas.imputed_v3.female.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H57.gwas.imputed_v3.female.tsv.bgz -O H57.gwas.imputed_v3.female.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H57.gwas.imputed_v3.female.tsv.bgz,https://www.dropbox.com/s/jo13mc4h2fkplwg/H57.gwas.imputed_v3.female.tsv.bgz?dl=0,1c754a210c501dfcec391b6e4ca0032c
H59,"Diagnoses - main ICD10: H59 Postprocedural disorders of eye and adnexa, not elsewhere classified",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H59,both_sexes,H59.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H59.gwas.imputed_v3.both_sexes.tsv.bgz -O H59.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H59.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/0xdr3wno6dnig0y/H59.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,257f7fc2d5d5edb2dda240e008da92c0
H60,Diagnoses - main ICD10: H60 Otitis externa,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H60,both_sexes,H60.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H60.gwas.imputed_v3.both_sexes.tsv.bgz -O H60.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H60.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/59bjl8qky5fmtsx/H60.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,91e9e68d9d76597615d42e9a62b7f60f
H60,Diagnoses - main ICD10: H60 Otitis externa,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H60,female,H60.gwas.imputed_v3.female.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H60.gwas.imputed_v3.female.tsv.bgz -O H60.gwas.imputed_v3.female.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H60.gwas.imputed_v3.female.tsv.bgz,https://www.dropbox.com/s/8rjiz5dito7r6gk/H60.gwas.imputed_v3.female.tsv.bgz?dl=0,03bf314c405e7021e9c30ede9a212161
H60,Diagnoses - main ICD10: H60 Otitis externa,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H60,male,H60.gwas.imputed_v3.male.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H60.gwas.imputed_v3.male.tsv.bgz -O H60.gwas.imputed_v3.male.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H60.gwas.imputed_v3.male.tsv.bgz,https://www.dropbox.com/s/foe0mpzvshid4zp/H60.gwas.imputed_v3.male.tsv.bgz?dl=0,3895b85eb449d6e46fbede69a3b4105f
H61,Diagnoses - main ICD10: H61 Other disorders of external ear,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H61,both_sexes,H61.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H61.gwas.imputed_v3.both_sexes.tsv.bgz -O H61.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H61.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/6gsb0ijp7kjm0fe/H61.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,acfbdbabd716e1835adf96b060f43ff2
H61,Diagnoses - main ICD10: H61 Other disorders of external ear,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H61,female,H61.gwas.imputed_v3.female.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H61.gwas.imputed_v3.female.tsv.bgz -O H61.gwas.imputed_v3.female.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H61.gwas.imputed_v3.female.tsv.bgz,https://www.dropbox.com/s/ysapc8wkalmckz1/H61.gwas.imputed_v3.female.tsv.bgz?dl=0,7172ee9dcb70e251819d9d717ee355ae
H61,Diagnoses - main ICD10: H61 Other disorders of external ear,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H61,male,H61.gwas.imputed_v3.male.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H61.gwas.imputed_v3.male.tsv.bgz -O H61.gwas.imputed_v3.male.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H61.gwas.imputed_v3.male.tsv.bgz,https://www.dropbox.com/s/g8ar9n5s1azbuz8/H61.gwas.imputed_v3.male.tsv.bgz?dl=0,23be234b96a989099f0e5774aa7cca02
H65,Diagnoses - main ICD10: H65 Nonsuppurative otitis media,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H65,both_sexes,H65.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H65.gwas.imputed_v3.both_sexes.tsv.bgz -O H65.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H65.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/sdd008491brc709/H65.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,886e2d83834a65dcabff3ee0985c6bb3
H65,Diagnoses - main ICD10: H65 Nonsuppurative otitis media,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H65,female,H65.gwas.imputed_v3.female.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H65.gwas.imputed_v3.female.tsv.bgz -O H65.gwas.imputed_v3.female.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H65.gwas.imputed_v3.female.tsv.bgz,https://www.dropbox.com/s/f33zrbcgcis30dy/H65.gwas.imputed_v3.female.tsv.bgz?dl=0,568883aacc7b89b578f8870abc19fd69
H65,Diagnoses - main ICD10: H65 Nonsuppurative otitis media,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H65,male,H65.gwas.imputed_v3.male.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H65.gwas.imputed_v3.male.tsv.bgz -O H65.gwas.imputed_v3.male.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H65.gwas.imputed_v3.male.tsv.bgz,https://www.dropbox.com/s/8z7nfutti1b35mg/H65.gwas.imputed_v3.male.tsv.bgz?dl=0,d5d3821b6fbdda88495de0e6c70aaa08
H66,Diagnoses - main ICD10: H66 Suppurative and unspecified otitis media,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H66,both_sexes,H66.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H66.gwas.imputed_v3.both_sexes.tsv.bgz -O H66.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H66.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/ai8j5sqj6gpmb7n/H66.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,65cd2eebe05c51ad6eae1bf927abf2c0
H66,Diagnoses - main ICD10: H66 Suppurative and unspecified otitis media,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H66,female,H66.gwas.imputed_v3.female.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H66.gwas.imputed_v3.female.tsv.bgz -O H66.gwas.imputed_v3.female.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H66.gwas.imputed_v3.female.tsv.bgz,https://www.dropbox.com/s/rnzvacdu6l1g4qx/H66.gwas.imputed_v3.female.tsv.bgz?dl=0,f28621de12d1f0caea12e036b59047ab
H66,Diagnoses - main ICD10: H66 Suppurative and unspecified otitis media,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H66,male,H66.gwas.imputed_v3.male.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H66.gwas.imputed_v3.male.tsv.bgz -O H66.gwas.imputed_v3.male.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H66.gwas.imputed_v3.male.tsv.bgz,https://www.dropbox.com/s/et8spnirz3ggs0o/H66.gwas.imputed_v3.male.tsv.bgz?dl=0,b271ebbd976f033a987f892274746f43
H69,Diagnoses - main ICD10: H69 Other disorders of Eustachian tube,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H69,both_sexes,H69.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H69.gwas.imputed_v3.both_sexes.tsv.bgz -O H69.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H69.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/r3xgqnrifoggqb5/H69.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,5a142cca6d2b67dda49326f54ad75119
H71,Diagnoses - main ICD10: H71 Cholesteatoma of middle ear,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H71,both_sexes,H71.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H71.gwas.imputed_v3.both_sexes.tsv.bgz -O H71.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H71.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/qlwr3nnjfs7n4wg/H71.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,21847fe7123820bcb80f80819ae3e3b1
H71,Diagnoses - main ICD10: H71 Cholesteatoma of middle ear,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H71,female,H71.gwas.imputed_v3.female.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H71.gwas.imputed_v3.female.tsv.bgz -O H71.gwas.imputed_v3.female.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H71.gwas.imputed_v3.female.tsv.bgz,https://www.dropbox.com/s/62zmigwua4g4avo/H71.gwas.imputed_v3.female.tsv.bgz?dl=0,9f11e7adb6ace8d204abfd9dbd7f07f1
H71,Diagnoses - main ICD10: H71 Cholesteatoma of middle ear,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H71,male,H71.gwas.imputed_v3.male.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H71.gwas.imputed_v3.male.tsv.bgz -O H71.gwas.imputed_v3.male.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H71.gwas.imputed_v3.male.tsv.bgz,https://www.dropbox.com/s/qurcjb8shumfjfx/H71.gwas.imputed_v3.male.tsv.bgz?dl=0,6b687b8b31320f72816689b515022644
H72,Diagnoses - main ICD10: H72 Perforation of tympanic membrane,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H72,both_sexes,H72.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H72.gwas.imputed_v3.both_sexes.tsv.bgz -O H72.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H72.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/sxnb09454t9t9a4/H72.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,b71074d17bbf3cee000e296a821a1970
H72,Diagnoses - main ICD10: H72 Perforation of tympanic membrane,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H72,female,H72.gwas.imputed_v3.female.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H72.gwas.imputed_v3.female.tsv.bgz -O H72.gwas.imputed_v3.female.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H72.gwas.imputed_v3.female.tsv.bgz,https://www.dropbox.com/s/ed7y6p2dkwi33jr/H72.gwas.imputed_v3.female.tsv.bgz?dl=0,b74c156615a7fd84fb9a2f3d49977ad9
H72,Diagnoses - main ICD10: H72 Perforation of tympanic membrane,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H72,male,H72.gwas.imputed_v3.male.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H72.gwas.imputed_v3.male.tsv.bgz -O H72.gwas.imputed_v3.male.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H72.gwas.imputed_v3.male.tsv.bgz,https://www.dropbox.com/s/0sa10nfp8ekliim/H72.gwas.imputed_v3.male.tsv.bgz?dl=0,09c8a3197ed06365f4b4983000562067
H73,Diagnoses - main ICD10: H73 Other disorders of tympanic membrane,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H73,both_sexes,H73.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H73.gwas.imputed_v3.both_sexes.tsv.bgz -O H73.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H73.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/416umhz34caml22/H73.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,d23a4587fe9c3352638234cafc6038c7
H74,Diagnoses - main ICD10: H74 Other disorders of middle ear and mastoid,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H74,both_sexes,H74.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H74.gwas.imputed_v3.both_sexes.tsv.bgz -O H74.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H74.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/x55rmykvtfkouug/H74.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,c1d6ffd498a642d513970d03f25c1657
H74,Diagnoses - main ICD10: H74 Other disorders of middle ear and mastoid,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H74,female,H74.gwas.imputed_v3.female.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H74.gwas.imputed_v3.female.tsv.bgz -O H74.gwas.imputed_v3.female.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H74.gwas.imputed_v3.female.tsv.bgz,https://www.dropbox.com/s/6nehlllmjygv6bh/H74.gwas.imputed_v3.female.tsv.bgz?dl=0,1d26d935b0c0dd860b8f0ff93b005701
H74,Diagnoses - main ICD10: H74 Other disorders of middle ear and mastoid,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H74,male,H74.gwas.imputed_v3.male.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H74.gwas.imputed_v3.male.tsv.bgz -O H74.gwas.imputed_v3.male.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H74.gwas.imputed_v3.male.tsv.bgz,https://www.dropbox.com/s/qpdvntavmchg6h3/H74.gwas.imputed_v3.male.tsv.bgz?dl=0,48c91b19745f5e53ee4399d4e3767014
H80,Diagnoses - main ICD10: H80 Otosclerosis,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H80,both_sexes,H80.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H80.gwas.imputed_v3.both_sexes.tsv.bgz -O H80.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H80.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/ulgqjyzjyag36o8/H80.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,cd83efae113d23642fcc536686d85e0b
H80,Diagnoses - main ICD10: H80 Otosclerosis,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H80,female,H80.gwas.imputed_v3.female.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H80.gwas.imputed_v3.female.tsv.bgz -O H80.gwas.imputed_v3.female.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H80.gwas.imputed_v3.female.tsv.bgz,https://www.dropbox.com/s/2jnbd1wo4zuztke/H80.gwas.imputed_v3.female.tsv.bgz?dl=0,7447ec0edbf9f3d4d67b7b3868eb7021
H81,Diagnoses - main ICD10: H81 Disorders of vestibular function,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H81,both_sexes,H81.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H81.gwas.imputed_v3.both_sexes.tsv.bgz -O H81.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H81.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/gupedxnqev4hzhy/H81.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,199fa52ab35511e0d32ed3b8c56712ab
H81,Diagnoses - main ICD10: H81 Disorders of vestibular function,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H81,female,H81.gwas.imputed_v3.female.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H81.gwas.imputed_v3.female.tsv.bgz -O H81.gwas.imputed_v3.female.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H81.gwas.imputed_v3.female.tsv.bgz,https://www.dropbox.com/s/vijdc546609ckmy/H81.gwas.imputed_v3.female.tsv.bgz?dl=0,fe683ef9f72fac7643d55e16ff9f7b1c
H81,Diagnoses - main ICD10: H81 Disorders of vestibular function,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H81,male,H81.gwas.imputed_v3.male.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H81.gwas.imputed_v3.male.tsv.bgz -O H81.gwas.imputed_v3.male.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H81.gwas.imputed_v3.male.tsv.bgz,https://www.dropbox.com/s/7sff5cwf661pafu/H81.gwas.imputed_v3.male.tsv.bgz?dl=0,cb820f481fba749ab899116b047a784c
H83,Diagnoses - main ICD10: H83 Other diseases of inner ear,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H83,both_sexes,H83.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H83.gwas.imputed_v3.both_sexes.tsv.bgz -O H83.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H83.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/1kc69pqx26cdelb/H83.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,bc006c9e07c1068ee656acd9960e112d
H83,Diagnoses - main ICD10: H83 Other diseases of inner ear,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H83,female,H83.gwas.imputed_v3.female.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H83.gwas.imputed_v3.female.tsv.bgz -O H83.gwas.imputed_v3.female.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H83.gwas.imputed_v3.female.tsv.bgz,https://www.dropbox.com/s/9fiw6meq0o2ymxf/H83.gwas.imputed_v3.female.tsv.bgz?dl=0,2d856778bfbd216df241db0f24c5d14b
H83,Diagnoses - main ICD10: H83 Other diseases of inner ear,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H83,male,H83.gwas.imputed_v3.male.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H83.gwas.imputed_v3.male.tsv.bgz -O H83.gwas.imputed_v3.male.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H83.gwas.imputed_v3.male.tsv.bgz,https://www.dropbox.com/s/vl1a8y1cvxvm342/H83.gwas.imputed_v3.male.tsv.bgz?dl=0,e8197fd1867fb0bce35bb7c974735651
H90,Diagnoses - main ICD10: H90 Conductive and sensorineural hearing loss,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H90,both_sexes,H90.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H90.gwas.imputed_v3.both_sexes.tsv.bgz -O H90.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H90.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/h25guhs54nw4tbr/H90.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,7df4074cb861dfbf1d771f12dafa21bc
H90,Diagnoses - main ICD10: H90 Conductive and sensorineural hearing loss,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H90,female,H90.gwas.imputed_v3.female.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H90.gwas.imputed_v3.female.tsv.bgz -O H90.gwas.imputed_v3.female.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H90.gwas.imputed_v3.female.tsv.bgz,https://www.dropbox.com/s/js788fn3jyrry4r/H90.gwas.imputed_v3.female.tsv.bgz?dl=0,846b99ca36d74be0809467206c56a629
H90,Diagnoses - main ICD10: H90 Conductive and sensorineural hearing loss,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H90,male,H90.gwas.imputed_v3.male.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H90.gwas.imputed_v3.male.tsv.bgz -O H90.gwas.imputed_v3.male.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H90.gwas.imputed_v3.male.tsv.bgz,https://www.dropbox.com/s/hfbbdkk7g1oqp8v/H90.gwas.imputed_v3.male.tsv.bgz?dl=0,8065ec12f87ba47805557b612dec6cd0
H91,Diagnoses - main ICD10: H91 Other hearing loss,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H91,both_sexes,H91.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H91.gwas.imputed_v3.both_sexes.tsv.bgz -O H91.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H91.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/kt6zetvqkqgas6f/H91.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,8f39a4277867c99aa2dae82f31845d2e
H91,Diagnoses - main ICD10: H91 Other hearing loss,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H91,female,H91.gwas.imputed_v3.female.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H91.gwas.imputed_v3.female.tsv.bgz -O H91.gwas.imputed_v3.female.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H91.gwas.imputed_v3.female.tsv.bgz,https://www.dropbox.com/s/2myrl4d10v02iml/H91.gwas.imputed_v3.female.tsv.bgz?dl=0,34dc31f30516c301708a40aa80645c9b
H91,Diagnoses - main ICD10: H91 Other hearing loss,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=H91,male,H91.gwas.imputed_v3.male.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H91.gwas.imputed_v3.male.tsv.bgz -O H91.gwas.imputed_v3.male.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/H91.gwas.imputed_v3.male.tsv.bgz,https://www.dropbox.com/s/dmiq23mfroh1ttx/H91.gwas.imputed_v3.male.tsv.bgz?dl=0,0eb5a6966c8c0340f4194def85f7a800
