trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,n_cases_hq_cohort_both_sexes,n_cases_hq_cohort_females,n_cases_hq_cohort_males,pops,num_pops,pops_pass_qc,num_pops_pass_qc,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,rhemc_25bin_50rv_h2_observed_AFR,rhemc_25bin_50rv_h2_observed_AMR,rhemc_25bin_50rv_h2_observed_CSA,rhemc_25bin_50rv_h2_observed_EAS,sldsc_25bin_h2_observed_EUR,rhemc_25bin_50rv_h2_observed_MID,rhemc_25bin_50rv_h2_observed_se_AFR,rhemc_25bin_50rv_h2_observed_se_AMR,rhemc_25bin_50rv_h2_observed_se_CSA,rhemc_25bin_50rv_h2_observed_se_EAS,sldsc_25bin_h2_observed_se_EUR,rhemc_25bin_50rv_h2_observed_se_MID,rhemc_25bin_50rv_h2_liability_AFR,rhemc_25bin_50rv_h2_liability_AMR,rhemc_25bin_50rv_h2_liability_CSA,rhemc_25bin_50rv_h2_liability_EAS,sldsc_25bin_h2_liability_EUR,rhemc_25bin_50rv_h2_liability_MID,rhemc_25bin_50rv_h2_liability_se_AFR,rhemc_25bin_50rv_h2_liability_se_AMR,rhemc_25bin_50rv_h2_liability_se_CSA,rhemc_25bin_50rv_h2_liability_se_EAS,sldsc_25bin_h2_liability_se_EUR,rhemc_25bin_50rv_h2_liability_se_MID,rhemc_25bin_50rv_h2_z_AFR,rhemc_25bin_50rv_h2_z_AMR,rhemc_25bin_50rv_h2_z_CSA,rhemc_25bin_50rv_h2_z_EAS,sldsc_25bin_h2_z_EUR,rhemc_25bin_50rv_h2_z_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR,lambda_gc_MID,phenotype_qc_AFR,phenotype_qc_AMR,phenotype_qc_CSA,phenotype_qc_EAS,phenotype_qc_EUR,phenotype_qc_MID,in_max_independent_set,filename,filename_tabix,aws_link,aws_link_tabix,wget,wget_tabix,md5_hex,size_in_bytes,md5_hex_tabix,size_in_bytes_tabix,trait_efos,trait_efo_terms,trait_efo_categories
icd10,O03,both_sexes,,,O03 Spontaneous abortion,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O00-O08 Pregnancy with abortive outcome | O03 Spontaneous abortion",1477,1477,0,NA,NA,NA,"AFR,CSA,EUR",3,,0,71,NA,61,NA,1345,NA,6565,NA,8815,NA,419186,NA,-5.25E-02,NA,1.16E-01,NA,3.80E-03,NA,7.85E-02,NA,4.01E-02,NA,2.20E-03,NA,-6.96E-01,NA,2.15E+00,NA,1.29E-01,NA,1.04E+00,NA,7.45E-01,NA,7.47E-02,NA,-6.69E-01,NA,2.89E+00,NA,1.73E+00,NA,1.01E+00,NA,9.96E-01,NA,1.00E+00,NA,h2_z_insignificant,NA,h2_z_insignificant,NA,h2_z_insignificant,NA,FALSE,icd10-O03-both_sexes.tsv.bgz,icd10-O03-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O03-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O03-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O03-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O03-both_sexes.tsv.bgz.tbi,588e9ae8bd11722f827e7d50ae3e021f,1540767911,f72cb9021751adc9bad83caf07b83327,2039550,EFO_1001255,spontaneous abortion,Other disease
icd10,O04,both_sexes,,,O04 Medical abortion,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O00-O08 Pregnancy with abortive outcome | O04 Medical abortion",1171,1170,1,NA,NA,NA,"AFR,EUR",2,,0,63,NA,NA,NA,1108,NA,6573,NA,NA,NA,419423,NA,-1.61E-01,NA,NA,NA,-1.00E-04,NA,7.46E-02,NA,NA,NA,2.20E-03,NA,-2.33E+00,NA,NA,NA,-3.97E-03,NA,1.08E+00,NA,NA,NA,8.73E-02,NA,-2.16E+00,NA,NA,NA,-4.55E-02,NA,9.98E-01,NA,NA,NA,1.03E+00,NA,h2_z_insignificant,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-O04-both_sexes.tsv.bgz,icd10-O04-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O04-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O04-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O04-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O04-both_sexes.tsv.bgz.tbi,a1adc35c0f0743fc54bd99c4159048cb,1224563964,14a9d095f5788ce4f8e7c56b77cfefc3,1952889,EFO_1001491,abortion,Other disease
icd10,O14,both_sexes,,,O14 Gestational [pregnancy-induced] hypertension with significant proteinuria,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O10-O16 Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium | O14 Gestational [pregnancy-induced] hypertension with significant proteinuria",314,314,0,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,314,NA,NA,NA,NA,NA,420217,NA,NA,NA,NA,NA,2.33E-01,NA,NA,NA,NA,NA,6.10E-03,NA,NA,NA,NA,NA,2.62E+01,NA,NA,NA,NA,NA,6.87E-01,NA,NA,NA,NA,NA,3.81E+01,NA,NA,NA,NA,NA,1.90E+00,NA,NA,NA,NA,NA,not_EUR_plus_1,NA,FALSE,icd10-O14-both_sexes.tsv.bgz,icd10-O14-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O14-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O14-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O14-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O14-both_sexes.tsv.bgz.tbi,6b1a441a169bb78ef713dfb9c4d771c4,528350310,7f69e01ffb5b171933495116739e42dd,1750416,EFO_0000668,preeclampsia,Cardiovascular disease
icd10,O20,both_sexes,,,O20 Haemorrhage in early pregnancy,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O20-O29 Other maternal disorders predominantly related to pregnancy | O20 Haemorrhage in early pregnancy",913,912,1,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,913,NA,NA,NA,NA,NA,419618,NA,NA,NA,NA,NA,2.51E-06,NA,NA,NA,NA,NA,2.40E-03,NA,NA,NA,NA,NA,1.17E-04,NA,NA,NA,NA,NA,1.11E-01,NA,NA,NA,NA,NA,1.05E-03,NA,NA,NA,NA,NA,1.01E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-O20-both_sexes.tsv.bgz,icd10-O20-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O20-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O20-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O20-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O20-both_sexes.tsv.bgz.tbi,a602449378a30f895549e43a25b1f1dd,537038810,90a506e2d0b4c1980cac4497c145fa13,1751430,MP_0001914,hemorrhage,Other trait
icd10,O23,both_sexes,,,O23 Infections of genito-urinary tract in pregnancy,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O20-O29 Other maternal disorders predominantly related to pregnancy | O23 Infections of genito-urinary tract in pregnancy",233,233,0,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,420298,NA,NA,NA,NA,NA,3.63E-01,NA,NA,NA,NA,NA,9.80E-03,NA,NA,NA,NA,NA,5.27E+01,NA,NA,NA,NA,NA,1.42E+00,NA,NA,NA,NA,NA,3.71E+01,NA,NA,NA,NA,NA,3.20E+00,NA,NA,NA,NA,NA,fail_ratio,NA,FALSE,icd10-O23-both_sexes.tsv.bgz,icd10-O23-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O23-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O23-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O23-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O23-both_sexes.tsv.bgz.tbi,74c7eb26fd6a2a3c370813fdb465f67e,526915335,0ef48058c8f940fb9bf135f14ac448b6,1750682,EFO_0003103,urinary tract infection,Other disease
icd10,O24,both_sexes,,,O24 Diabetes mellitus in pregnancy,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O20-O29 Other maternal disorders predominantly related to pregnancy | O24 Diabetes mellitus in pregnancy",202,202,0,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,202,NA,NA,NA,NA,NA,420329,NA,NA,NA,NA,NA,8.51E-02,NA,NA,NA,NA,NA,2.50E-03,NA,NA,NA,NA,NA,1.39E+01,NA,NA,NA,NA,NA,4.09E-01,NA,NA,NA,NA,NA,3.40E+01,NA,NA,NA,NA,NA,1.04E+00,NA,NA,NA,NA,NA,not_EUR_plus_1,NA,FALSE,icd10-O24-both_sexes.tsv.bgz,icd10-O24-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O24-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O24-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O24-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O24-both_sexes.tsv.bgz.tbi,0cefcdf81de0253aa13d52de1571f2d5,524618692,12ef434c218d25805419cce657e804b8,1749859,EFO_0004593,gestational diabetes,Metabolic disorder
icd10,O26,both_sexes,,,O26 Maternal care for other conditions predominantly related to pregnancy,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O20-O29 Other maternal disorders predominantly related to pregnancy | O26 Maternal care for other conditions predominantly related to pregnancy",1951,1951,0,NA,NA,NA,"AFR,CSA,EUR",3,,0,83,NA,75,NA,1793,NA,6553,NA,8801,NA,418738,NA,-2.40E-02,NA,1.47E-01,NA,1.00E-03,NA,9.12E-02,NA,4.38E-02,NA,2.10E-03,NA,-2.82E-01,NA,2.32E+00,NA,2.70E-02,NA,1.07E+00,NA,6.94E-01,NA,5.67E-02,NA,-2.63E-01,NA,3.34E+00,NA,4.76E-01,NA,1.00E+00,NA,1.04E+00,NA,1.01E+00,NA,h2_z_insignificant,NA,h2_z_insignificant,NA,h2_z_insignificant,NA,FALSE,icd10-O26-both_sexes.tsv.bgz,icd10-O26-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O26-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O26-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O26-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O26-both_sexes.tsv.bgz.tbi,4e5e9b4a4fd64a2e9a55665489e0189c,1555655007,192865aff513384640a8ef73cf326a28,2041980,EFO_0009682,pregnancy disorder,Other disease
icd10,O32,both_sexes,,,O32 Maternal care for known or suspected malpresentation of foetus,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O30-O48 Maternal care related to the fetus and amniotic cavity and possible delivery problems | O32 Maternal care for known or suspected malpresentation of foetus",1091,1091,0,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,1091,NA,NA,NA,NA,NA,419440,NA,NA,NA,NA,NA,1.51E+00,NA,NA,NA,NA,NA,4.27E-02,NA,NA,NA,NA,NA,6.09E+01,NA,NA,NA,NA,NA,1.72E+00,NA,NA,NA,NA,NA,3.55E+01,NA,NA,NA,NA,NA,4.77E+00,NA,NA,NA,NA,NA,out_of_bounds_h2,NA,FALSE,icd10-O32-both_sexes.tsv.bgz,icd10-O32-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O32-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O32-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O32-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O32-both_sexes.tsv.bgz.tbi,4bc3c966ce4a0a468c9eb7fb314f9a85,537010310,6f482c28315f50d9d9a1d9a1c9c67bac,1751183,EFO_0009682,pregnancy disorder,Other disease
icd10,O34,both_sexes,,,O34 Maternal care for known or suspected abnormality of pelvic organs,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O30-O48 Maternal care related to the fetus and amniotic cavity and possible delivery problems | O34 Maternal care for known or suspected abnormality of pelvic organs",1638,1638,0,NA,NA,NA,"AFR,CSA,EUR",3,,0,79,NA,75,NA,1484,NA,6557,NA,8801,NA,419047,NA,2.81E-01,NA,1.15E-01,NA,-1.10E-03,NA,8.79E-02,NA,4.28E-02,NA,2.20E-03,NA,3.43E+00,NA,1.82E+00,NA,-3.45E-02,NA,1.07E+00,NA,6.77E-01,NA,6.90E-02,NA,3.19E+00,NA,2.69E+00,NA,-5.00E-01,NA,1.01E+00,NA,9.98E-01,NA,1.04E+00,NA,h2_z_insignificant,NA,h2_z_insignificant,NA,h2_z_insignificant,NA,FALSE,icd10-O34-both_sexes.tsv.bgz,icd10-O34-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O34-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O34-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O34-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O34-both_sexes.tsv.bgz.tbi,7b7238663e58fcab71d2439f2ba2fe21,1547275808,1df71356c061887008c8559475d77ec2,2040548,EFO_0009682,pregnancy disorder,Other disease
icd10,O35,both_sexes,,,O35 Maternal care for known or suspected foetal abnormality and damage,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O30-O48 Maternal care related to the fetus and amniotic cavity and possible delivery problems | O35 Maternal care for known or suspected foetal abnormality and damage",263,263,0,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,420268,NA,NA,NA,NA,NA,4.93E-01,NA,NA,NA,NA,NA,1.35E-02,NA,NA,NA,NA,NA,6.45E+01,NA,NA,NA,NA,NA,1.77E+00,NA,NA,NA,NA,NA,3.65E+01,NA,NA,NA,NA,NA,4.00E+00,NA,NA,NA,NA,NA,fail_ratio,NA,FALSE,icd10-O35-both_sexes.tsv.bgz,icd10-O35-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O35-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O35-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O35-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O35-both_sexes.tsv.bgz.tbi,ba43778c7f4d64a9ee3c0fb672502818,526173081,18c8b690061e074c729761b93c54bed2,1750170,EFO_0009682,pregnancy disorder,Other disease
icd10,O36,both_sexes,,,O36 Maternal care for other known or suspected foetal problems,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O30-O48 Maternal care related to the fetus and amniotic cavity and possible delivery problems | O36 Maternal care for other known or suspected foetal problems",2031,2031,0,NA,NA,NA,"AFR,CSA,EUR",3,,0,72,NA,68,NA,1891,NA,6564,NA,8808,NA,418640,NA,-2.36E-03,NA,2.10E-01,NA,2.70E-03,NA,7.76E-02,NA,4.34E-02,NA,2.30E-03,NA,-3.10E-02,NA,3.59E+00,NA,6.99E-02,NA,1.02E+00,NA,7.41E-01,NA,5.95E-02,NA,-3.05E-02,NA,4.84E+00,NA,1.17E+00,NA,1.02E+00,NA,1.02E+00,NA,1.01E+00,NA,h2_z_insignificant,NA,not_EUR_plus_1,NA,h2_z_insignificant,NA,FALSE,icd10-O36-both_sexes.tsv.bgz,icd10-O36-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O36-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O36-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O36-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O36-both_sexes.tsv.bgz.tbi,0bade331aaac4e3dc387c2f9112f78bd,1551545799,209d364fb1561419a8fa27de7dd415ab,2041215,EFO_0009682,pregnancy disorder,Other disease
icd10,O42,both_sexes,,,O42 Premature rupture of membranes,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O30-O48 Maternal care related to the fetus and amniotic cavity and possible delivery problems | O42 Premature rupture of membranes",1080,1080,0,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,1080,NA,NA,NA,NA,NA,419451,NA,NA,NA,NA,NA,6.19E-05,NA,NA,NA,NA,NA,2.30E-03,NA,NA,NA,NA,NA,2.51E-03,NA,NA,NA,NA,NA,9.32E-02,NA,NA,NA,NA,NA,2.69E-02,NA,NA,NA,NA,NA,1.02E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-O42-both_sexes.tsv.bgz,icd10-O42-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O42-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O42-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O42-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O42-both_sexes.tsv.bgz.tbi,8fbc6372cfc16379ae1f9f2456d052c3,538817589,15c4d7af887b3c87d7b8d844ab4f8870,1750794,EFO_0006917,spontaneous preterm birth,Other trait
icd10,O43,both_sexes,,,O43 Placental disorders,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O30-O48 Maternal care related to the fetus and amniotic cavity and possible delivery problems | O43 Placental disorders",244,244,0,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,244,NA,NA,NA,NA,NA,420287,NA,NA,NA,NA,NA,2.87E-01,NA,NA,NA,NA,NA,7.60E-03,NA,NA,NA,NA,NA,4.00E+01,NA,NA,NA,NA,NA,1.06E+00,NA,NA,NA,NA,NA,3.77E+01,NA,NA,NA,NA,NA,2.61E+00,NA,NA,NA,NA,NA,fail_ratio,NA,FALSE,icd10-O43-both_sexes.tsv.bgz,icd10-O43-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O43-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O43-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O43-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O43-both_sexes.tsv.bgz.tbi,9a1800eeefb7b0e425a449fb37eed515,528132828,bc20ea1c335aff0c78575b7fa768489c,1750386,NA,NA,NA
icd10,O44,both_sexes,,,O44 Placenta praevia,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O30-O48 Maternal care related to the fetus and amniotic cavity and possible delivery problems | O44 Placenta praevia",185,185,0,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,185,NA,NA,NA,NA,NA,420346,NA,NA,NA,NA,NA,9.37E-02,NA,NA,NA,NA,NA,2.80E-03,NA,NA,NA,NA,NA,1.65E+01,NA,NA,NA,NA,NA,4.94E-01,NA,NA,NA,NA,NA,3.35E+01,NA,NA,NA,NA,NA,1.13E+00,NA,NA,NA,NA,NA,not_EUR_plus_1,NA,FALSE,icd10-O44-both_sexes.tsv.bgz,icd10-O44-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O44-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O44-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O44-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O44-both_sexes.tsv.bgz.tbi,0a69edb7c107cd602208b7d059703783,523441555,30daed5432c248a537eb0f7205ce73b9,1750049,EFO_0007442,placenta praevia,Other disease
icd10,O46,both_sexes,,,"O46 Antepartum haemorrhage, not elsewhere classified",truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O30-O48 Maternal care related to the fetus and amniotic cavity and possible delivery problems | O46 Antepartum haemorrhage, not elsewhere classified",634,634,0,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,634,NA,NA,NA,NA,NA,419897,NA,NA,NA,NA,NA,5.80E-01,NA,NA,NA,NA,NA,1.65E-02,NA,NA,NA,NA,NA,3.63E+01,NA,NA,NA,NA,NA,1.03E+00,NA,NA,NA,NA,NA,3.51E+01,NA,NA,NA,NA,NA,2.78E+00,NA,NA,NA,NA,NA,fail_ratio,NA,FALSE,icd10-O46-both_sexes.tsv.bgz,icd10-O46-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O46-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O46-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O46-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O46-both_sexes.tsv.bgz.tbi,d5b507908496e7d7df6063f70161bf93,534890183,e98b477848f47aaea983c96c1c9e3276,1751006,HP_0025328,antepartum hemorrhage,Other trait
icd10,O47,both_sexes,,,O47 False labour,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O30-O48 Maternal care related to the fetus and amniotic cavity and possible delivery problems | O47 False labour",1070,1070,0,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,1070,NA,NA,NA,NA,NA,419461,NA,NA,NA,NA,NA,1.20E-03,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,4.90E-02,NA,NA,NA,NA,NA,8.98E-02,NA,NA,NA,NA,NA,5.45E-01,NA,NA,NA,NA,NA,9.85E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-O47-both_sexes.tsv.bgz,icd10-O47-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O47-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O47-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O47-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O47-both_sexes.tsv.bgz.tbi,76378aeb8779d2ddb3caa662af10be07,538760977,e95671aab5dd40669f9d33697210a134,1751044,EFO:0009639,NA,NA
icd10,O60,both_sexes,,,O60 Preterm delivery,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O60-O75 Complications of labour and delivery | O60 Preterm delivery",646,646,0,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,646,NA,NA,NA,NA,NA,419885,NA,NA,NA,NA,NA,6.91E-02,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,4.26E+00,NA,NA,NA,NA,NA,1.36E-01,NA,NA,NA,NA,NA,3.14E+01,NA,NA,NA,NA,NA,7.21E-01,NA,NA,NA,NA,NA,out_of_bounds_lambda,NA,FALSE,icd10-O60-both_sexes.tsv.bgz,icd10-O60-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O60-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O60-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O60-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O60-both_sexes.tsv.bgz.tbi,c25e2784eef972dd46d5d747824fdece,535099896,66999c29d87a4df0550d7eb00d752bb6,1751040,EFO_0003917,premature birth,Other trait
