df_name,MK_Tau_opt,MK_p_value_opt,p_one,q_bh,prop_sig,_key_GBD,Cause Name,Cause ID,Cause Hierarchy Level,ICD10,ICD10 Used in Hospital/Claims Analyses,ICD9,ICD9 Used in Hospital/Claims Analyses,cause_level_1,cause_level_2,cause_level_3,cause_level_4,ICD10_explo
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J52
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J53
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J54
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J55
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J56
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J57
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J58
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J59
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J60
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J61
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J62
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J63
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J64
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J65
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J66
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J67
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J68
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J70
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J71
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J72
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J73
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J74
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J75
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J76
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J77
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J78
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J79
Chronic respiratory diseases,0.916666626930237,9.5367431640625e-07,4.76837158203125e-07,1.5856271766754518e-06,1.0,chronic respiratory diseases,Chronic respiratory diseases,508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9",Non-communicable diseases,Chronic respiratory diseases,,,J80
